"","app_rate_g_cm2","application","body_weight_g","chemical","exp_duration","formulation","sample_id","soil_conc_ugg","soil_type","source","species","tissue_conc_ugg"
"233",2.31e-05,"Soil",2.21783,"Total Atrazine",8,0,"HVA3",16.63951616,"PLE","rvm2015","Gray treefrog",10.43128937
"234",2.31e-05,"Soil",2.86963,"Total Atrazine",8,0,"HVA4",16.63951616,"PLE","rvm2015","Gray treefrog",8.072348131
"235",2.31e-05,"Soil",1.1115,"Total Atrazine",8,0,"HVA5",16.63951616,"PLE","rvm2015","Gray treefrog",6.806192479
"236",1.05e-06,"Soil",2.29103,"Total Fipronil",8,0,"HVF1",3.309695933,"PLE","rvm2015","Gray treefrog",0.895649989
"237",1.05e-06,"Soil",2.48463,"Total Fipronil",8,0,"HVF2",3.309695933,"PLE","rvm2015","Gray treefrog",0.453031887
"238",1.05e-06,"Soil",1.73741,"Total Fipronil",8,0,"HVF3",3.309695933,"PLE","rvm2015","Gray treefrog",0.627210223
"239",1.05e-06,"Soil",1.90828,"Total Fipronil",8,0,"HVF4",3.309695933,"PLE","rvm2015","Gray treefrog",0.144678333
"240",1.05e-06,"Soil",2.34893,"Total Fipronil",8,0,"HVF5",3.309695933,"PLE","rvm2015","Gray treefrog",0.173233731
"241",2.78e-06,"Soil",2.49658,"Total Triadimefon",8,0,"HVT1",5.80984816,"PLE","rvm2015","Gray treefrog",0.45289549
"242",2.78e-06,"Soil",2.51534,"Total Triadimefon",8,0,"HVT2",5.80984816,"PLE","rvm2015","Gray treefrog",0.841704915
"243",2.78e-06,"Soil",1.1547,"Total Triadimefon",8,0,"HVT3",5.80984816,"PLE","rvm2015","Gray treefrog",0.590151651
"244",2.78e-06,"Soil",1.20172,"Total Triadimefon",8,0,"HVT4",5.80984816,"PLE","rvm2015","Gray treefrog",0.691676628
"245",2.78e-06,"Soil",2.91091,"Total Triadimefon",8,0,"HVT5",5.80984816,"PLE","rvm2015","Gray treefrog",0.446716578
"281",2e-05,"Overspray",1.96213,"Pendimethalin",8,0,"HCOP1",12.5210311,"PLE","rvm2015","Green treefrog",0.673117238
"282",2e-05,"Overspray",2.02547,"Pendimethalin",8,0,"HCOP2",12.5210311,"PLE","rvm2015","Green treefrog",7.113543563
"283",2e-05,"Overspray",1.56058,"Pendimethalin",8,0,"HCOP3",12.5210311,"PLE","rvm2015","Green treefrog",3.039240379
"284",2e-05,"Overspray",0.82568,"Pendimethalin",8,0,"HCOP4",12.5210311,"PLE","rvm2015","Green treefrog",1.070092765
"285",2e-05,"Overspray",1.17217,"Pendimethalin",8,0,"HCOP5",12.5210311,"PLE","rvm2015","Green treefrog",1.924313318
"286",2.31e-05,"Overspray",2.22041,"Total Atrazine",8,0,"HCOA1",19.12810511,"PLE","rvm2015","Green treefrog",23.44129789
"287",2.31e-05,"Overspray",3.35473,"Total Atrazine",8,0,"HCOA2",19.12810511,"PLE","rvm2015","Green treefrog",20.56163305
"288",2.31e-05,"Overspray",2.00039,"Total Atrazine",8,0,"HCOA3",19.12810511,"PLE","rvm2015","Green treefrog",19.95404302
"289",2.31e-05,"Overspray",2.82206,"Total Atrazine",8,0,"HCOA4",19.12810511,"PLE","rvm2015","Green treefrog",19.44679486
"290",2.31e-05,"Overspray",3.13181,"Total Atrazine",8,0,"HCOA5",19.12810511,"PLE","rvm2015","Green treefrog",18.88325569
"291",1.06e-06,"Overspray",1.30684,"Total Fipronil",8,0,"HCOF1",3.951751488,"PLE","rvm2015","Green treefrog",2.729720739
"292",1.06e-06,"Overspray",2.6593,"Total Fipronil",8,0,"HCOF2",3.951751488,"PLE","rvm2015","Green treefrog",3.730847831
"293",1.06e-06,"Overspray",1.88382,"Total Fipronil",8,0,"HCOF3",3.951751488,"PLE","rvm2015","Green treefrog",1.778989061
"294",1.06e-06,"Overspray",1.07051,"Total Fipronil",8,0,"HCOF4",3.951751488,"PLE","rvm2015","Green treefrog",1.159865558
"295",1.06e-06,"Overspray",1.77007,"Total Fipronil",8,0,"HCOF5",3.951751488,"PLE","rvm2015","Green treefrog",1.097300859
"296",2.79e-06,"Overspray",1.53205,"Total Triadimefon",8,0,"HCOT1",8.090520249,"PLE","rvm2015","Green treefrog",1.511168861
"297",2.79e-06,"Overspray",1.72177,"Total Triadimefon",8,0,"HCOT2",8.090520249,"PLE","rvm2015","Green treefrog",3.099302175
"298",2.79e-06,"Overspray",1.38441,"Total Triadimefon",8,0,"HCOT3",8.090520249,"PLE","rvm2015","Green treefrog",1.440452008
"299",2.79e-06,"Overspray",3.21721,"Total Triadimefon",8,0,"HCOT4",8.090520249,"PLE","rvm2015","Green treefrog",1.363591664
"300",2.79e-06,"Overspray",1.0386,"Total Triadimefon",8,0,"HCOT5",8.090520249,"PLE","rvm2015","Green treefrog",1.152513756
"336",5.76e-06,"Soil",1.46095,"Imidacloprid",8,0,"HCI1",2.032637766,"PLE","rvm2015","Green treefrog",0.128323626
"337",5.76e-06,"Soil",1.29982,"Imidacloprid",8,0,"HCI2",2.032637766,"PLE","rvm2015","Green treefrog",0.160232247
"338",5.76e-06,"Soil",1.41647,"Imidacloprid",8,0,"HCI3",2.032637766,"PLE","rvm2015","Green treefrog",0.12428756
"339",5.76e-06,"Soil",1.30898,"Imidacloprid",8,0,"HCI4",2.032637766,"PLE","rvm2015","Green treefrog",0.154999982
"340",5.76e-06,"Soil",1.2973,"Imidacloprid",8,0,"HCI5",2.032637766,"PLE","rvm2015","Green treefrog",0.103564099
"341",1.99e-05,"Soil",2.18431,"Pendimethalin",8,0,"HCP1",12.43513533,"PLE","rvm2015","Green treefrog",0.106088831
"342",1.99e-05,"Soil",1.10908,"Pendimethalin",8,0,"HCP2",12.43513533,"PLE","rvm2015","Green treefrog",0.264552068
"343",1.99e-05,"Soil",2.55184,"Pendimethalin",8,0,"HCP3",12.43513533,"PLE","rvm2015","Green treefrog",0.285295401
"344",1.99e-05,"Soil",2.44681,"Pendimethalin",8,0,"HCP4",12.43513533,"PLE","rvm2015","Green treefrog",0.087572337
"345",1.99e-05,"Soil",2.26759,"Pendimethalin",8,0,"HCP5",12.43513533,"PLE","rvm2015","Green treefrog",0.083610081
"346",2.3e-05,"Soil",1.31617,"Total Atrazine",8,0,"HCA1",17.60923519,"PLE","rvm2015","Green treefrog",3.727357846
"347",2.3e-05,"Soil",1.8349,"Total Atrazine",8,0,"HCA2",17.60923519,"PLE","rvm2015","Green treefrog",3.065833762
"348",2.3e-05,"Soil",2.11135,"Total Atrazine",8,0,"HCA3",17.60923519,"PLE","rvm2015","Green treefrog",5.406937125
"349",2.3e-05,"Soil",1.88638,"Total Atrazine",8,0,"HCA4",17.60923519,"PLE","rvm2015","Green treefrog",3.651702998
"350",2.3e-05,"Soil",0.73631,"Total Atrazine",8,0,"HCA5",17.60923519,"PLE","rvm2015","Green treefrog",2.867269263
"351",1.06e-06,"Soil",1.69128,"Total Fipronil",8,0,"HCF1",2.804569298,"PLE","rvm2015","Green treefrog",0.197411795
"352",1.06e-06,"Soil",2.0466,"Total Fipronil",8,0,"HCF2",2.804569298,"PLE","rvm2015","Green treefrog",0.111496024
"353",1.06e-06,"Soil",2.34143,"Total Fipronil",8,0,"HCF3",2.804569298,"PLE","rvm2015","Green treefrog",0.061188744
"354",1.06e-06,"Soil",1.05281,"Total Fipronil",8,0,"HCF4",2.804569298,"PLE","rvm2015","Green treefrog",0.427601059
"355",1.06e-06,"Soil",1.01293,"Total Fipronil",8,0,"HCF5",2.804569298,"PLE","rvm2015","Green treefrog",0.261173889
"356",2.71e-06,"Soil",1.26341,"Total Triadimefon",8,0,"HCT1",5.245912662,"PLE","rvm2015","Green treefrog",0.273380103
"357",2.71e-06,"Soil",1.56597,"Total Triadimefon",8,0,"HCT2",5.245912662,"PLE","rvm2015","Green treefrog",0.393093957
"358",2.71e-06,"Soil",1.34966,"Total Triadimefon",8,0,"HCT3",5.245912662,"PLE","rvm2015","Green treefrog",0.151943337
"359",2.71e-06,"Soil",1.4684,"Total Triadimefon",8,0,"HCT4",5.245912662,"PLE","rvm2015","Green treefrog",0.495725615
"360",2.71e-06,"Soil",2.15294,"Total Triadimefon",8,0,"HCT5",5.245912662,"PLE","rvm2015","Green treefrog",0.557152367
"391",2e-05,"Soil",1.2242,"Pendimethalin",8,0,"LFP1",17.57581532,"PLE","rvm2015","Leopard frog",0.131424428
"392",2e-05,"Soil",2.64224,"Pendimethalin",8,0,"LFP2",17.57581532,"PLE","rvm2015","Leopard frog",0.41907742
"393",2e-05,"Soil",2.90779,"Pendimethalin",8,0,"LFP3",17.57581532,"PLE","rvm2015","Leopard frog",0.092921182
"394",2e-05,"Soil",1.8955,"Pendimethalin",8,0,"LFP4",17.57581532,"PLE","rvm2015","Leopard frog",0.522692823
"395",2.31e-05,"Soil",1.74298,"Total Atrazine",8,0,"LFA1",21.53033266,"PLE","rvm2015","Leopard frog",3.440459903
"396",2.28e-05,"Soil",3.042,"Total Atrazine",8,0,"LFA2",21.53033266,"PLE","rvm2015","Leopard frog",6.098643762
"397",2.28e-05,"Soil",2.243,"Total Atrazine",8,0,"LFA3",21.53033266,"PLE","rvm2015","Leopard frog",4.385147102
"398",2.28e-05,"Soil",2.0197,"Total Atrazine",8,0,"LFA4",21.53033266,"PLE","rvm2015","Leopard frog",5.751047214
"399",1.12e-06,"Soil",3.07228,"Total Fipronil",8,0,"LFF1",3.156807044,"PLE","rvm2015","Leopard frog",0.474578788
"400",1.12e-06,"Soil",1.6105,"Total Fipronil",8,0,"LFF2",3.156807044,"PLE","rvm2015","Leopard frog",0.608410201
"401",1.12e-06,"Soil",1.29821,"Total Fipronil",8,0,"LFF3",3.156807044,"PLE","rvm2015","Leopard frog",0.37917811
"402",1.12e-06,"Soil",1.4102,"Total Fipronil",8,0,"LFF4",3.156807044,"PLE","rvm2015","Leopard frog",0.496870531
"403",2.81e-06,"Soil",2.11943,"Total Triadimefon",8,0,"LFT1",6.669240533,"PLE","rvm2015","Leopard frog",0.1766496
"404",2.81e-06,"Soil",3.13315,"Total Triadimefon",8,0,"LFT2",6.669240533,"PLE","rvm2015","Leopard frog",0.179231247
"405",2.81e-06,"Soil",3.32121,"Total Triadimefon",8,0,"LFT3",6.669240533,"PLE","rvm2015","Leopard frog",0.052193986
"406",2.81e-06,"Soil",1.44049,"Total Triadimefon",8,0,"LFT4",6.669240533,"PLE","rvm2015","Leopard frog",0.070844227
"425",2.02e-05,"Soil",2.58239,"Pendimethalin",8,0,"SP1",32.37428285,"PLE","rvm2015","Mole salamander",4.801958486
"426",2.02e-05,"Soil",1.87511,"Pendimethalin",8,0,"SP2",32.37428285,"PLE","rvm2015","Mole salamander",1.295372009
"427",2.02e-05,"Soil",2.07789,"Pendimethalin",8,0,"SP3",32.37428285,"PLE","rvm2015","Mole salamander",2.957076964
"428",2.02e-05,"Soil",3.99315,"Pendimethalin",8,0,"SP4",32.37428285,"PLE","rvm2015","Mole salamander",1.851006799
"429",2.02e-05,"Soil",2.0028,"Pendimethalin",8,0,"SP5",32.37428285,"PLE","rvm2015","Mole salamander",3.236333259
"430",2.3e-05,"Soil",2.93262,"Total Atrazine",8,0,"SA1",52.67554477,"PLE","rvm2015","Mole salamander",6.823400408
"431",2.3e-05,"Soil",3.53977,"Total Atrazine",8,0,"SA2",52.67554477,"PLE","rvm2015","Mole salamander",5.611314977
"432",2.3e-05,"Soil",1.14,"Total Atrazine",8,0,"SA3",52.67554477,"PLE","rvm2015","Mole salamander",5.443528911
"433",2.32e-05,"Soil",2.9446,"Total Atrazine",8,0,"SA4",81.7111506,"PLE","rvm2015","Mole salamander",2.748808693
"434",2.32e-05,"Soil",2.59184,"Total Atrazine",8,0,"SA5",81.7111506,"PLE","rvm2015","Mole salamander",2.620759616
"435",1.05e-06,"Soil",2.0321,"Total Fipronil",8,0,"SF1",4.53176306,"PLE","rvm2015","Mole salamander",0.49304269
"436",1.05e-06,"Soil",1.57444,"Total Fipronil",8,0,"SF2",4.53176306,"PLE","rvm2015","Mole salamander",1.117034512
"437",1.05e-06,"Soil",2.34673,"Total Fipronil",8,0,"SF3",4.53176306,"PLE","rvm2015","Mole salamander",1.105844253
